contacto;periodo;categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;domicilio_esquina_proxima;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;domicilio_calle
00136686/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;22/03/2021;01:44:16;3.0;Balvanera;BOULOGNE SUR MER;;VIAMONTE;-34.6007925838293;-58.4056368006657;GCS Web;Masculino;Cerrado;26/03/2021 10:54:42;
00137919/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;22/03/2021;14:48:24;2.0;Recoleta;LOPEZ, VICENTE;2000.0;;-34.5894118573374;-58.3928187808241;GCS Web;Femenino;Abierto;;
00137247/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;22/03/2021;11:19:00;14.0;Palermo;SANTA FE AV.;3577.0;;-34.5859543171899;-58.4145851009092;Call Center;Masculino;Cerrado;26/03/2021 10:53:17;
00141220/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;23/03/2021;21:03:10;5.0;Boedo;CASTRO BARROS;824.0;;-34.6216586998973;-58.4193240804471;GCS Web;Femenino;Abierto;;
00142897/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;24/03/2021;23:48:41;12.0;Villa Pueyrredon;MOSCONI GENERAL AV.;2924.0;;-34.5866018294172;-58.5025440778044;GCS Web;Femenino;Cerrado;26/03/2021 11:16:15;
00145682/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;26/03/2021;16:50:05;12.0;Villa Pueyrredon;MOSCONI GENERAL AV.;2924.0;;-34.5866018294172;-58.5025440778044;GCS Web;Femenino;Cerrado;30/03/2021 11:52:45;
00145689/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;INFORMACIÓN SOBRE ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;SOLICITUD;26/03/2021;16:53:41;12.0;Villa Pueyrredon;MOSCONI GENERAL AV.;2924.0;;-34.5866018294172;-58.5025440778044;GCS Web;Femenino;Abierto;;
00146070/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;26/03/2021;20:36:40;13.0;Nuñez;RIVADAVIA MARTIN, COMODORO;1350.0;;-34.5394086932026;-58.461023765678;GCS Web;Femenino;Abierto;;
00144208/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;25/03/2021;20:55:49;12.0;Villa Pueyrredon;ARTIGAS, JOSE GERVASIO, GRAL.;5349.0;;-34.5782852641327;-58.5022982964447;App BA 147;Femenino;Cerrado;30/03/2021 11:39:08;
00148477/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;28/03/2021;23:01:49;1.0;San Nicolas;TALCAHUANO;84.0;;-34.6076729225291;-58.3849511256708;App BA 147;Masculino;Cerrado;30/03/2021 11:19:01;
00147928/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;28/03/2021;15:14:08;10.0;Versalles;CALDEN;847.0;;-34.6288826541363;-58.5287005014448;GCS Web;Femenino;Abierto;;
00143376/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;25/03/2021;12:27:16;4.0;Barracas;REGIMIENTO DE PATRICIOS AV.;265.0;;-34.6323678537813;-58.3704762208059;App BA 147;Masculino;Abierto;;
00152523/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;30/03/2021;17:16:49;7.0;Flores;BOGOTA;2384.0;;-34.6252145222093;-58.4639621750895;GCS Web;Masculino;Abierto;;
00150521/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;29/03/2021;19:30:35;10.0;Velez Sarsfield;SAN BLAS;;BERMUDEZ;-34.6246777217737;-58.5026485030486;GCS Web;Femenino;Cerrado;30/03/2021 11:17:59;
00154714/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;31/03/2021;17:57:48;1.0;San Telmo;DEFENSA;877.0;;-34.6181162346443;-58.3716686069241;App BA 147;Femenino;Abierto;;
00153173/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;31/03/2021;00:43:48;11.0;Villa Del Parque;SAN NICOLAS;3235.0;;-34.6030386548137;-58.5034896881586;GCS Web;Masculino;Abierto;;
00154761/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;31/03/2021;18:23:49;3.0;Balvanera;ECUADOR;295.0;;-34.6067581092139;-58.4087243155036;App BA 147;Femenino;Abierto;;
00245717/21;202106;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-06-03 00:00:00;18:10:36;12.0;Saavedra;CORREA;3083.0;;-34.5462534528966;-58.4796264748116;App BA 147;Femenino;Abierto;;
00247304/21;202106;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-06-04 00:00:00;17:53:49;5.0;Boedo;SAN JUAN AV.;3310.0;;-34.625080647045;-58.4123330662035;GCS Web;Femenino;Abierto;;
00255829/21;202106;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-06-10 00:00:00;13:44:11;1.0;San Nicolas;TUCUMAN;1727.0;;-34.6018979365143;-58.3917315727272;GCS Web;Femenino;Abierto;;
00255672/21;202106;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-06-10 00:00:00;12:26:38;8.0;Villa Lugano;CAFAYATE;5400.0;;-34.6886827004921;-58.4634776288822;Operador GCBA;Femenino;Abierto;;
00257573/21;202106;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-06-11 00:00:00;14:21:05;12.0;Saavedra;MILLER;3531.0;;-34.5613216852407;-58.4893245821739;Mail 147;Masculino;Abierto;;
00260669/21;202106;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-06-14 00:00:00;09:59:54;8.0;Villa Riachuelo;GUAMINI;4917.0;;-34.6875213839042;-58.4771329328178;App BA 147;Femenino;Abierto;;
00276050/21;202106;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-06-24 00:00:00;13:46:33;7.0;Flores;RENAN;1110.0;;-34.6409827239747;-58.4560150476925;GCS Web;Masculino;Abierto;;
00283130/21;202106;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-06-29 00:00:00;16:38:53;3.0;Balvanera;RINCON;161.0;;-34.6113768532712;-58.3962294333121;App BA 147;Masculino;Abierto;;
00295142/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-07-07;11:52:10;2.0;Recoleta;;1220.0;;-34.5933940651246;-58.4006034520045;GCS Web;Masculino;Abierto;;LARREA
00285961/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-07-01;09:19:36;13.0;Colegiales;;;DUMONT, SANTOS;-34.5767721021195;-58.4418810612847;GCS Web;Femenino;Abierto;;CRAMER
00302342/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-07-12;19:06:06;10.0;Versalles;;642.0;;-34.6299974032167;-58.5198517307283;GCS Web;Masculino;Abierto;;LISBOA
00301480/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-07-12;12:16:10;9.0;Mataderos;;912.0;;-34.6474065798495;-58.501910191252;GCS Web;Masculino;Abierto;;MIRALLA
00303094/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-07-13;10:10:20;4.0;Nueva Pompeya;;430.0;;-34.6573082102487;-58.414296045389;Operador GCBA;Femenino;Abierto;;FALUCHO
00305638/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-07-14;15:46:04;12.0;Villa Urquiza;;2138.0;;-34.5785031848842;-58.4872704036978;GCS Web;Femenino;Abierto;;ANDONAEGUI
00311944/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-07-20;20:06:38;11.0;Villa Gral. Mitre;;1873.0;;-34.6117675280417;-58.4632693682862;GCS Web;Masculino;Abierto;;GALICIA
00313435/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-07-21;15:00:52;9.0;Parque Avellaneda;;405.0;;-34.6400512996776;-58.4845722843476;App BA 147;Femenino;Abierto;;FERNANDEZ
00317860/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Información sobre enfermedades transmitidas por mosquitos;Solicitud;2021-07-23;20:36:35;10.0;Velez Sarsfield;;4617.0;;-34.6263887978708;-58.4973522323043;GCS Web;Masculino;Abierto;;MURATURE
00320899/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-07-26;12:51:55;7.0;Flores;;1002.0;;-34.6426338723935;-58.4621375545908;App BA 147;Masculino;Abierto;;LAFUENTE AV.
00323327/21;202107;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-07-27;16:19:48;13.0;Belgrano;;5569.0;;-34.5607752826067;-58.4437701031638;GCS Web;Femenino;Abierto;;DEL LIBERTADOR AV.
00331677/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Información sobre enfermedades transmitidas por mosquitos;Solicitud;2021-08-02 00:00:00;12:30:39;5.0;Almagro;QUITO;4136.0;;-34.6170037862443;-58.4250304156344;App BA 147;Femenino;Abierto;;
00338058/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-05 00:00:00;14:53:12;10.0;Velez Sarsfield;FERNANDEZ;233.0;;-34.6379767295116;-58.4855122813436;App BA 147;Femenino;Abierto;;
00344333/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-09 00:00:00;16:00:30;1.0;Retiro;PELLEGRINI, CARLOS;1527.0;;-34.5903173792265;-58.3813084382609;Comuna;Masculino;Abierto;;
00360232/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-18 00:00:00;17:02:32;12.0;Villa Urquiza;CERETTI;3178.0;;-34.5716970474891;-58.4983408799806;GCS Web;Femenino;Abierto;;
00370723/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-24 00:00:00;10:10:11;1.0;San Nicolas;CALLAO AV.;289.0;;-34.605856077512;-58.3920850764019;Boti;Masculino;Abierto;;
00374231/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-25 00:00:00;16:00:10;13.0;Belgrano;FITTE, MARCELO J., DR.;1755.0;;-34.5687579611798;-58.4594382990458;GCS Web;Masculino;Abierto;;
00376119/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-26 00:00:00;15:20:26;3.0;Balvanera;CORRIENTES AV.;2000.0;;-34.6045726802253;-58.3951800256304;Boti;Masculino;Abierto;;
00376083/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-26 00:00:00;15:07:21;2.0;Recoleta;CALLAO AV.;890.0;;-34.5990013724631;-58.3931130351196;Boti;Masculino;Abierto;;
00376075/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-26 00:00:00;15:04:21;3.0;Balvanera;CALLAO AV.;500.0;;-34.6032517788298;-58.392488242152;Boti;Masculino;Abierto;;
00377741/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-27 00:00:00;10:35:57;3.0;Balvanera;CALLAO AV.;300.0;;-34.6057428382321;-58.3922936943048;Boti;Masculino;Abierto;;
00378358/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-27 00:00:00;14:16:59;1.0;San Nicolas;RODRIGUEZ PEÑA;100.0;;-34.6080046698627;-58.3907168183154;Boti;Masculino;Abierto;;
00377935/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-27 00:00:00;11:40:07;1.0;Retiro;SANTA FE AV.;1000.0;;-34.5954172079661;-58.3811861670245;Boti;Masculino;Abierto;;
00378428/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-27 00:00:00;14:42:11;1.0;San Nicolas;PERON, JUAN DOMINGO, TTE. GENERAL;400.0;;-34.6055287693761;-58.3721220316319;Boti;Masculino;Abierto;;
00378481/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-27 00:00:00;15:02:49;14.0;Palermo;DEL LIBERTADOR AV.;4500.0;;-34.5670025183807;-58.431289560436;Boti;Masculino;Abierto;;
00377637/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-27 00:00:00;09:59:22;14.0;Palermo;BULNES;2000.0;;-34.5881209775589;-58.4116535659719;Boti;Masculino;Abierto;;
00380454/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-28 00:00:00;18:24:57;7.0;Parque Chacabuco;SENILLOSA;1745.0;;-34.6364929989867;-58.426003929961;GCS Web;Femenino;Abierto;;
00383816/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-30 00:00:00;19:34:12;3.0;Balvanera;SARANDI;416.0;;-34.6142439941372;-58.3946239447875;GCS Web;Masculino;Abierto;;
00383872/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-30 00:00:00;20:00:15;3.0;Balvanera;BELGRANO AV.;2000.0;;-34.614111721002;-58.3945665968998;GCS Web;Masculino;Abierto;;
00382903/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-30 00:00:00;13:11:51;12.0;Saavedra;MOLDES;3656.0;;-34.5500239780506;-58.4714451057385;GCS Web;Femenino;Abierto;;
00382242/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-30 00:00:00;09:11:45;14.0;Palermo;SOLDADO DE LA INDEPENDENCIA;550.0;;-34.5688611138045;-58.4322465424275;App BA 147;Femenino;Abierto;;
00384798/21;202108;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-08-31 00:00:00;09:28:02;12.0;Villa Urquiza;BERTHELOT;3421.0;;-34.5674852479829;-58.4976966589226;GCS Web;Femenino;Abierto;;
00386833/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-01 00:00:00;00:07:50;5.0;Boedo;;3456.0;;-34.6252920520102;-58.414197661102;Boti;Masculino;Abierto;;SAN JUAN AV.
00387672/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-01 00:00:00;12:09:55;3.0;Balvanera;;2540.0;;-34.6048070624437;-58.4026610766656;Boti;Masculino;Abierto;;CORRIENTES AV.
00386836/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-01 00:00:00;00:10:25;13.0;Belgrano;;5648.0;;-34.5602114775786;-58.4450435106591;Boti;Masculino;Abierto;;DEL LIBERTADOR AV.
00400615/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-08 00:00:00;11:50:35;13.0;Nuñez;;4525.0;;-34.5400275020494;-58.469328003262;Operador GCBA;Femenino;Abierto;;O'HIGGINS
00402404/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-09 00:00:00;14:47:35;12.0;Villa Pueyrredon;;5840.0;;-34.5765619447867;-58.5092818717536;Operador GCBA;Femenino;Abierto;;TERRADA
00410430/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-14 00:00:00;13:10:49;1.0;San Nicolas;;123.0;;-34.601781975877;-58.369564876181;Boti;Masculino;Abierto;;LAVALLE
00410605/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-14 00:00:00;14:11:27;9.0;Mataderos;;1897.0;;-34.6611844138983;-58.5177140536404;Boti;Femenino;Abierto;;FRAGATA HALCON
00434147/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-27 00:00:00;12:24:16;6.0;Caballito;;88.0;;-34.6214611279043;-58.4464197068797;Boti;Femenino;Abierto;;ESPINOSA
00386842/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-01 00:00:00;00:19:30;2.0;Recoleta;;3194.0;;-34.5969400011237;-58.4115381265742;GCS Web;Femenino;Abierto;;CABRERA, JOSE A.
00393828/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-04 00:00:00;12:05:29;11.0;Villa Santa Rita;;1379.0;;-34.6184477359013;-58.4776024688773;GCS Web;Femenino;Abierto;;ARGERICH
00399452/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-07 00:00:00;15:46:51;3.0;San Cristobal;;988.0;;-34.6205920804953;-58.3971050238655;GCS Web;Masculino;Abierto;;PASCO
00403670/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-10 00:00:00;08:54:39;1.0;San Nicolas;;611.0;;-34.6014581576191;-58.3866187282494;GCS Web;Masculino;Abierto;;URUGUAY AV.
00413358/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-15 00:00:00;16:25:27;12.0;Villa Urquiza;;5001.0;;-34.5766025280488;-58.4828561260984;GCS Web;Masculino;Abierto;;MENDOZA AV.
00420056/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-19 00:00:00;18:30:00;12.0;Villa Urquiza;;4919.0;;-34.5709424920662;-58.4864311801804;GCS Web;Femenino;Abierto;;RIVERA, PEDRO I., DR.
00420301/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-19 00:00:00;22:29:59;12.0;Saavedra;;4928.0;;-34.5531080030795;-58.4967786509499;GCS Web;Femenino;Abierto;;ARIAS
00421484/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-20 00:00:00;13:05:08;14.0;Palermo;;2155.0;;-34.5829654479312;-58.4276020752967;GCS Web;Masculino;Abierto;;FRAY JUSTO SANTAMARIA DE ORO
00424377/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-21 00:00:00;18:34:20;10.0;Monte Castro;;5530.0;;-34.6222808149263;-58.5191960781576;GCS Web;Masculino;Abierto;;BAIGORRIA
00423650/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-21 00:00:00;13:40:48;10.0;Villa Luro;;5457.0;;-34.6259266315713;-58.5127284669323;GCS Web;Femenino;Abierto;;BOLONIA
00425705/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-22 00:00:00;12:57:52;15.0;Agronomia;;2819.0;;-34.5936900061815;-58.4941247022443;GCS Web;Masculino;Abierto;;NAVARRO
00425604/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-22 00:00:00;12:25:45;12.0;Villa Pueyrredon;;2240.0;;-34.583952327807;-58.4926299606924;GCS Web;Masculino;Abierto;;CUBAS, JOSE
00428059/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-23 00:00:00;12:28:38;15.0;Villa Crespo;;637.0;;-34.6002764671368;-58.4421688421368;GCS Web;Femenino;Abierto;;PADILLA
00432904/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-26 00:00:00;19:56:31;13.0;Belgrano;;1766.0;;-34.5673497539418;-58.4576882201948;GCS Web;Femenino;Abierto;;VIDAL
00432912/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-26 00:00:00;20:04:00;13.0;Belgrano;;1765.0;;-34.5678949326765;-58.4584493978881;GCS Web;Femenino;Abierto;;CRAMER AV.
00435387/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-27 00:00:00;20:57:10;9.0;Parque Avellaneda;;1609.0;;-34.6520265637022;-58.4814810890006;GCS Web;Masculino;Abierto;;WHITE
00438414/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-29 00:00:00;12:17:14;6.0;Caballito;;1228.0;;-34.6241020933072;-58.4453155613699;GCS Web;Femenino;Abierto;;ALBERDI, JUAN BAUTISTA AV.
00440065/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-30 00:00:00;02:58:08;15.0;Villa Crespo;;1085.0;;-34.590972139384;-58.4372047337507;GCS Web;Masculino;Abierto;;URIARTE
00401861/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-09 00:00:00;10:27:38;6.0;Caballito;;1629.0;;-34.6292007301417;-58.4505778492796;App BA 147;Masculino;Abierto;;BONIFACIO, JOSE
00419818/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-19 00:00:00;14:15:17;10.0;Floresta;;90.0;;-34.6348621692453;-58.4811418479229;App BA 147;Masculino;Abierto;;ACOSTA, MARIANO AV.
00428540/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-23 00:00:00;15:43:25;15.0;Villa Crespo;;1801.0;;-34.6055400856869;-58.4540158576326;App BA 147;Masculino;Abierto;;SAN MARTIN AV.
00430761/21;202109;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;Criaderos de mosquitos;Reporte;2021-09-24 00:00:00;17:52:41;11.0;Villa Devoto;;3730.0;;-34.5891086077322;-58.5169746003011;App BA 147;Femenino;Abierto;;OBISPO SAN ALBERTO
